中文,英文
随进式草坪修边机,pedestrian-oper-ated edge trimmer
牵引索,haul line
钢丝绳集材拖拉机,cable skidder
枝桠削片粉碎机,tree residual chipper
草坪修整联合机,single pass turf machine
森林采运机械化,forest logging mechanization
伐木–归堆机,feller-buncher
拱桥,arch bridge
拖拉机集材道,tractor skidding road
盘山曲线,zigzag
跑车,carriage
臂式起重机,knuckle-boom loader
苗床耕耘机,seedbed cultivator
手推滚刀式草坪修剪机,hand pushed cylinder mower
草坪建植机械,turf construction machine
木材叉车,log fork-lift truck
木材起重输送机械,log handling and conveying machinery
自动造材线,automated bucking line
乘坐旋刀式草坪修剪机,ride-on rotary mower
枝桠修剪机,branch trimmer
架杆装车机,A-frame loader
苗木打包机,seedling packing machine
去翅机,dewinger
球果采集机,cone harvesting machine
振动采种机,tree shaker
球果捡拾机,cone collector
伐根削片机,stump chipper
深栽钻孔机,deep planting auger
容器育苗装播机,filling and sowing equipment for containerset
育苗机械,seedling machinery
种子干燥机,seed drying machine
探火热像仪,thermal imaging system for fire detecting
树木护罩喷雾器,tree-guard sprayer
树篱修剪机,hedge cutter
楞,deck
岔线路型,road pattern
锯导板,saw bar
板桥,slab bridge
草坪修剪机械,grass cutting machinery
起苗机,seedling lifter
利润成本比,benefit-cost ratio
施肥机,fertilizer
单跨索道,single-span skyline
草坪刺辊,turf spiker
运行式索道,running skyline system
中间楞场,intermediate landing
森林采运工程,forest logging engineering
绷索,guy line
枝桠打捆机,branchwood baler
自行式喷洒机,self-propelled sprayer
砾石道,gravel road
集材机械,skidding machinery
桁架桥,truss bridge
气力清洁机,blower cleaner
草坪修整设备,turf dressing equipment
伐木机,feller
绞盘机,winch
伐木楔,falling wedge
草坪摩尔犁,mole plough
运材机械,log hauling machinery
绳索式割草机,nylon-cord mower
旋刀式草坪修剪机,rotary mower
草坪修剪机,lawn mower
手推行旋刀式草坪修剪机,hand pushed rotary mower
木材液压起重臂,hydraulic log loading boom
劈原木机,log splitter
旋转式植被切割机,rotary cutter
精密真空播种机,precision vacuum seeder
精密播种机,precision seeder
森铁台车,forestry railroad car
造材链锯机,bucking chain saw
圆盘耙,disc harrow
牵引式喷洒机,trailed sprayer
乘坐式多连草坪修剪机,ride-on gang mower
量尺划线,log marking
漂木道,flume for crossing dam of logs
顺河绠,longitudinal boom
贮木池,log pond
车辆材,timber for vehicle
推木船,boomboat
原木捆,log bundle
卸车台,unloading deck
旋切单板用原木,veneer log for peeling
木材无损检测,timber non-destructive testing
单漂流送,river driving
造船材,ship-building timber
枕木,log for rail-road tie
沉木,deadhead
原木标志,log mark
串坡,ground sliding
风倒木,blow-down tree
造材,bucking
运材,log transportation
重力式集材,gravity skidding
流送河道整治,floating channel realignment
排节,raft section
下[锯]口,undercut
气球集材,balloon logging
集材场,upper landing
道路布线,road alignment
林道设计,forest road planning
大径剩余物,coarse residue
最优经营措施,best management practice
改排,rerafting
迎门树,tree in the felling direction
上[锯]口,backcut
集运材滑道,timber slide
山坡线,hillside line
绞盘机集材,high lead yarding
夹锯,binding
编排,rafting
直升机集材,helicopter logging
次级采运道路,secondary logging road
架空索道集材,skyline yarding
雪橇道,sled road
集材撬,logging sledge
打枝–造材–归堆机,delimber-buckerbuncher
液压伐木楔,hydraulic wedge
装车绞盘机,loading winch
索系,cable system
枝桠切碎机,slash chopper
种子采集处理机械,seed harvesting and processing machinery
拔根机,stump extractor
多跨索道,multi-span skyline
草坪开沟机,lawn slotter
草坪排水系统开设设备,turf drainage system maker
切条机,cutting cutter
容器制作机,containerset making machine
球果破碎机,cone breaker
营林机械化,silviculture mechanization
采种机,seed harvester
修枝机,pruner
树木移植机,tree transplanting machine
冰雪道,ice and snow road
伐木–打枝–归堆机,feller-delimberbuncher
索具,rigging
林业机械,forestry machinery
集材道,skidding road
履带式推土机,crawler dozer
汽油动力链锯,gasoline powered chain saw
枝桠剥皮机,branchwood rosser
横向锯截锯,cross-cut saw
便携式草坪修边机,hand hold edge trimmer
自装式运材车,self-loading truck
集材小道,skidding trail
伐木剪,tree shear
森林采伐机械,forest felling machinery
自行旋刀式草坪修剪机,self-propelled rotary mower
链式输送机,chain conveyor
随进旋刀式草坪修剪机,pedestriancontrolled rotary mower
起草皮机,turf lifter
运材挂车,log trailer
草坪草籽播种机,seed driller
滴灌管,drip irrigation pipe
草坪机械,turf machinery
草籽喷播机,seed distributor
甩刀式割草机,flail mower
架杆兜卸机,frame unloader
森林采运,forest logging
交叉楞,cross pile
车辆总重,gross vehicle weight
木材归楞,piling
收漂工程,booming engineering
木材贮存,log storage
特级原木,log of super grade
山上削片,in-woods chipping
水筏道,rafting channel
刨切单板用原木,veneer log for slicing
木排,raft
层楞,open pile
胶合板材,peeler log
商品材,merchantable log
实楞,solid pile
编排机,rafting machine
排运,rafting
原条,tree-length
锯口清理,extracting undercut
塑料滑道,plastic chute
冰雪滑道,snow chute
采伐规划,harvest planning
越岭线,ridge crossing line
剥皮,debark
林道密度,forest road density
留弦,holding wood
运材道路,haul road
林道网规划,planning of road-net-work system
平均集材距离,average skidding distance
山脊线,ridge line
采伐剩余物,logging slash
搭挂,teepee
山脊道,ridge road
借向,dutchman
牵引多连草坪修剪机,trailed gang mower
森林抚育机械,forest cultivation machinery
造材工,bucker
木滑道,timber-chute
自动爬树修枝机,tree monkey
森林保护机械,forest protection machinery
红外探火仪,infrared fire detector
风力灭火机,pneumatic extinguisher
种子清选机,seed cleaner
起苗联合机,seedling harvester
植树机,tree planter
挖坑机,earth auger
飞机种子撒播机,broadcaster for air sowing
造材台,bucking deck
原木抓钩,log grab
鞍座,saddle set
木材出河,dewatering
草坪拖板,drag mat
原木,log
索式输送机,cable conveyor
打枝,delimbing
除灌机,shrub-clearing machine
草坪纵切机,turf slitter
横木杆道,corduroy road
草坪梳草机,rake
自动检尺仪,autoscaler
枝桠削片机,branchwood chipper
踏勘,reconnaissance
土道,earth road
木片分离器,chip separator
草坪刷,lawn brush
抓钩集材拖拉机,grapple skidder
集运机,forwarder
木板道,plank road
伐木–集材机,feller-skidder
自行式绞盘机,mobile yarder
森林采运机械系统,forest logging machine system
抛木机,log kicker
承载索,skyline
双鼓绞盘机,double-drum winch
森林采运机械,forest logging machinery
木片打包机,chip packing machine
捆木索,chocker
起重装载机,crane loader
沿溪线,valley line
草坪修边机,turf edger trimmer
气力播种机,air seeder
推土铲,dozer blade
背负式喷洒器,knapsack sprayer
运材汽车,log truck
桥式起重机,bridge crane
自动选材线,automated log-sorting line
森铁机车,logging locomotive
随进式起草皮机,hand-operated turf cutter
草坪播种和移植机械,seed driller and turf transplanter
气垫旋刀式草坪修剪机,rotary hovermower
林用装卸桥,forestry overhead travelling crane
拖拉机挂接式起草皮机,tractor mounted turf cutter
乘坐滚刀式草坪修剪机,ride-on cylinder mower
林用龙门起重机,forestry gantry crane
木材装载机,log loader
编组草坪修剪机,gang mower
森林消防车,forest fire-fighting caravan
拦木架,catching trestle
汽车运材,log transportation by truck
木材调拨,log allotment
贮木场年吞吐量,annual input and output of log yard
原木等级,log grade
小径木,undersized log
脚手杆,scaffold
成捆造材,bundle bucking
锯材原木,saw log
木材保管,log preservation and management
木材标准,timber standard
木材装车,log loading
海排,ocean-going raft
等外材,cull
贮木场库存量,inventory of log yard
袋形排,bag-raft
排捆,raft bundle
贮木场,log yard
原木缺陷,log defect
造纸材,pulpwood
造材率,bucking percent
接地压力,ground pressure
采伐迹地清理,slash disposal
后备长度,bucking allowance
木材船运,wood barging
林区公路,forest highway
土滑道,dirt chute
林道网,forest road network
全树集材,whole-tree skidding
水滑道,wet chute
林道,forest road
抽心,splinter pulling
叫楂,sound of holding wood broken
林区公路等级,grade of forest highway
拖拉机集材,tractor skidding
等外公路,dirt road
畜力集材,animal skidding
截梢,topping
伐根,stump
归堆,bunching
集材距离,skidding distance
人力集材,manual skidding
竹滑道,bamboo chute
林道选线,route selection
诱导漂子,glancing boom
推河,dumping
次加工用原木,secondary processing log
楞堆,log pile
楞区,log pile area
椽材,rafter
桩木,pile timber
轮式集材机,wheeled skidder
集材支道,secondary skidding road
集材杆,spar
回空索,haulback line
叉车装载机,forklift loader
链锯,chain saw
伐木锯,felling saw
木片风送机,chip blower
梁桥,beam bridge
庭院和行道树养护机械,machinery for estate and ground maintenance
集材主道,main skidding road
集材机,skidder
履带式集材机,tracked skidder
打枝机,delimber
木片运输车,chip van
滚刀式草坪修剪机,cylinder mower
往复运动剪切式割草机,reciprocating knife mower
推土机,bulldozer
果领多连草坪修剪机,green gang mower
随进滚刀式草坪修剪机,pedestriancontrolled cylinder mower
草坪通气机,turf aerator
悬挂式多连草坪修剪机,tractor mounted gang mower
造材圆锯机,bucking circular saw
推河楞场,launching site
材种,log assortment
木材水运,log transportation by water
无车立柱装车法,loading without car stake
格楞,package pile
木材过坝,transfer log over dam
竹排,bamboo raft
森铁运材,forest railroad transportation
汽车列车运材,truck-trailer log hauling
木材检尺,log scaling
枯死木,snag
原条集材,tree-length logging
滑道,chute
伐倒木,felled tree
量材,measuring for bucking
集材,skidding
[活]立木蓄积量,growing stock
纵向劈裂,barber-chair
马修斯林道网理论,Matthews theory of forest road-network
伐根高,stump height
滑道集材,chuting
横木滑道,transverse timber-chute
受压木,spring pole
割灌,swamping
纵木滑道,longitudinal timber-chute
挂枝,widow maker
冻板道,frozen road
便道,access road
起重索,lift line
循环式动力索道,endless cable system
全树削片机,whole-tree chipper
草坪滚压器,roller
握索器,clip
集材拖拉机,skidder
森林铁路,forest railroad
索道绞盘机,yarder
枝桠收集机,branchwood collecting machine
插条机,cutting planter
容器苗栽植器,planting tube
造林机械,afforestation and reforestation machinery
种子包衣机,seed pelleting machine
选苗机,seedling grading machine
防火犁,fire plow
幼林除草松土机,young stand cultivator
树木挖掘机,tree balling machine
林地清理机械,site preparation machinery
缆车道,cable-railroad
割灌机,brush saw
随进式草坪打孔通气机,pedestrianoperated aerator
树桩粉碎机,stump grinder
坡地植树机,steep slope tree planter
挖穴式植树机,automatic injection planter
枝桠推集机,forest rake
锯链锉磨机,saw chain filing machine
草坪养护机械,lawn care equipment
展线,line development
失汇,missing sink
森林以外树木,tree out of forest
恒定性,constancy
河口水域,river-mouth water
海岸澙湖,coastal lagoon
斑块动态理论,patch dynamic theory
林窗模型,gap model
竞争,competition
间歇河[流],intermittent stream
水华,water bloom
草本泥炭沼泽,herbaceous turf swamp
景观分类,landscape classification
蓄水区,lagoon
浅海水域,shallow marine water
景观要素,landscape element
湿地流域管理,wetland river basin management
漂浮植物,floating plant
湿地栖息地,wetland habitat
湿地生态系统,wetland ecosystem
水沙平衡,water-sand balance
湿地植物群落,wetland plant community
沼泽湿地,marsh wetland
国际重要湿地,wetlands of international importance
湿地生物多样性,wetland biodiversity
湿地开发阈值,threshold value of wetland development
浮叶植物,floating leave plant
灌丛湿地,bush wetland
湿地修复,wetland rehabilitation
湿地生态系统服务,wetland ecosystem services
湿地资源,wetland resources
栖息地选择,habitat selection
食物链,food chain
种群复壮,population rejuvenation
庇护所,refuge
最小可生存种群,minimum viable population
旗舰种,flagship species
鸟类禁猎区,bird sanctuary
野生动物自然保护区,nature reserve for wild animal
荒原保护区,wilderness area
自然资本,natural capital
森林线,forest line
顶极[群落],climax
森林健康,forest health
单元顶极,monoclimax
群丛,association
生态系统重建,ecosystem reconstruction
生态系统过程模型,ecosystem process model
疏林群系,woodland formation
非地带性植被,azonal vegetation
树[木]线,tree line
地带性植被,zonal vegetation
植被带,vegetation belt
能量锥体,pyramid of energy
湿地草甸,wetland meadow
湿草甸,wet meadow
生物量锥体,pyramid of biomass
植被型,vegetation type
生产者,producer
喜温树种,thermophilous tree species
植物群落,phytocommunity
生态场,ecological field
森林生态系统生态学,forest ecosystem ecology
密度,density
生活型谱,life form spectrum
垂直结构,vertical structure
种群密度,population density
森林种群生态学,forest population ecology
中生树种,mesophilous tree species
边缘效应,border effect
原始林地,virgin woodland
氮循环,nitrogen cycle
生活型,life form
物质循环,circulation of material
隐芽植物,cryptophyte
生态效率,ecological efficiency
生物地球化学循环,biogeochemical cycle
森林生态经济学,forest ecological economics
偏害共生,amensalism
生态系统,ecosystem
湿生树种,hygrophilous tree species
伴生树种,associated tree species
恢复力,resilience
脆弱性,fragility
永久性淡水湖,permanent freshwater lake
碳源,carbon source
淡水湖,freshwater lake
自然保护小区,mini reserve
盐田,salt field
湿地公约,Convention on Wetlands
梯度分析,gradient analysis
岩石性海岸,rocky coast
地热湿地,geothermal wetland
富营养化,eutrophication
潮间沙石海滩,intertidal sand beach
海岸性淡水湖,coastal freshwater lake
季节性淡水湖,seasonal freshwater lake
表流湿地,surface flow wetland
基质,matrix
碳汇,carbon sink
生态补偿,ecological compensation
廊道,corridor
碳排放,carbon emission
稳态,homeostasis
潮间淤泥海滩,intertidal mud beach
排水渠,drainage channel
草本沼泽,herbaceous swamp
生态梯度,ecological gradient
政府间气候变化专门委员会,Intergovernmental Panel on Climate Change
游禽,swimming bird
涉禽,wading bird
浮水植物,leaf-floating plant
自然湿地,natural wetland
湿地植被恢复,restoration of wetland vegetation
基底恢复,basement restoration
特有种,endemic species
陆地/海洋景观保护区,protected landscape / seascape area
受威胁种,threatened species
自然遗产,natural heritage
食物源基地,food base
入侵物种,invasive species
自然保护区,nature reserve
森林生态系统类型自然保护区,nature reserve of forest ecosystem
基因污染,gene contamination
禁猎区,sanctuary
栖息地/种群管理地区,habitat /species management area
保护物种,protected species
伞护种,umbrella species
生物多样性经济价值,economic value of biodiversity
湿地气象学,wetland meteorology
严格自然保护区,strict nature reserve
生物安全,biosafety
自然资源,natural resources
归一化植被指数,normalized difference vegetation index
资源比假说,resource-ratio hypothesis
高山冻原,alpine tundra
群落分类,community classification
萨瓦纳,savanna
冻原植被,tundra vegetation
森林生态采伐,forest ecology-based logging
能量流,energy flow
分解作用,decomposition
沉水植被,submerged vegetation
分解速率,decomposition rate
浮叶植被,leaf-floating vegetation
地带性群落,zonal community
疏林群落,woodland community
物种识别,species recognition
植物功能型,plant functional type
地被层,ground layer
层片,synusium
高位芽植物,phanerophyte
耐寒树种,winter hardy tree species
周转,turnover
森林环境,forest environment
能量流通,energy flux
时空结构,temporal and spatial structure
化感作用,allelopathy
关键种,keystone species
限制因子,limiting factor
互利共生,mutualistic symbiosis
生态锥体,ecological pyramid
自然保护区学,science of nature reserve
森林湿地,forest wetland
次生演替,secondary succession
湿地价值,wetland value
稀有种,rare species
寄生,parasitism
地带性顶极,zonal climax
植被区,vegetation region
植物地理区划,plant geographic division
植被图,vegetation map
分层现象,stratification
自然植被,natural vegetation
塔头,tussock
指示群落,indicator community
活力,vigor
多元顶极,polyclimax
植被恢复,vegetation restoration
植被格局,vegetation pattern
沼泽演替,marsh succession
植物床,plant bed
群系,formation
演替,succession
可适应的生态系统管理,adaptive ecosystem management
植被,vegetation
植被区划,vegetation regionalization
寄生群落,opium
泰加林,taiga
稀树干草原,steppe savanna
林德曼定律,Lindeman’s law
森林个体生态学,forest autecology
先锋种,pioneer species
现存产量,standing yield
森林群落,forest community
根际,rhizosphere
谢尔福德耐[受]性定律,Shelford’s law of tolerance
种群,population
树冠截留,crown interception
耐荫树种,shade-tolerant tree species
生长型,growth form
多度,abundance
生态单元,biotope
存活曲线,survivorship curve
群落结构,structure of community
森林界面生态学,forest-boundary ecology
同化效率,assimilation efficiency
从属树种,subordinate tree species
森林能量平衡,energy equilibrium in forest
利比希最低量法则,Liebig’s law of the minimum
碳信用,carbon credit
生物廊道,biological corridor
碳通量,carbon flux
碳减排,carbon emission reduction
淡水湿地,water wetland
景观湿地,landscape wetland
珊瑚礁,coral reef
洪泛平原湿地,flood plain wetland
碳固存,carbon sequestration
季节性咸水湖,seasonal saltwater lake
红树林沼泽,mangrove swamp
中位沼泽,transitional fen
景观单元,landscape cell
碳交易,carbon trading
京都议定书,Kyoto Protocol
生态林业,ecological forestry
咸水湖,saltwater lake
净化湿地,constructed wetland
碳密度,carbon density
海草层,marine subtidal aquatic bed
湿地分类编码,wetland classification encoding
水鸟,water bird
岸带恢复,bank zone restoration
湿地监测,wetland monitoring
湿地管理,wetland management
湿地动物,wetland animal
湿地景观分类,wetland landscape classification
湿地生物学,wetland biology
湿地学,wetland science
驯化,acclimatization
物种受威胁等级,categories of threatened species
湿地工程学,wetland engineering
就地保护,in situ conservation
自然旅游资源,natural tourism resources
湿地资源学,wetland resource science
孑遗种,relic species
迁地保护,ex situ conservation
湿地景观学,wetland landscape science
野生亲缘种,wild relative species
生物圈保护区,biosphere reserve
野生动物廊道,wildlife corridor
景观稳定性,landscape stability
森林植物地理学,forest plant geography
共生,symbiosis
生态型,ecotype
能质,energy quality
时空格局,spatial and temporal pattern
群落系统发生,phylocoenogenesis
地面芽植物,hernicryptophyte
生态过渡带,ecotone
生命表,life table
农用泛洪湿地,flooded agricultural land
中水湿地,reclaimed water wetland
河流,river
人工湿地,artificial wetland
景观异质性,landscape heterogeneity
水生植物,aquatic plant
清洁发展机制,clean development mechanism
潜流湿地,underflow wetland
石笼,gabion
海岸湿地,coastal wetland
涡度相关技术,eddy covariance technique
尺度,scale
滩涂,tidal flat
潟湖,lagoon
沼泽发育,marsh development
水产池塘,farm pond
氧化塘,oxidation pond
湖泊湿地,lake wetland
斑块,patch
尺度效应,scale effect
水塘,pond
泥炭,peat
沉水植物,submerged plant
洄游,migratory
湿地保护,wetland conservation
留鸟,resident bird
湿地植物学,wetland botany
湿地,wetland
湿地生态学,wetland ecology
湿地恢复,wetland restoration
湿地管理学,wetland management science
湿地生态补水,wetland ecological water pay
湿地合理利用,wetland wise use
挺水植物,emergent plant
湿地生态系统管理,wetland ecosystem management
再引入,reintroduction
生物多样性,biodiversity
生物圈,biosphere
栖息地管理,habitat management
跨界保护区,trans-boundary protected area
湿地土壤学,wetland agrology
野生动物区系,wild fauna
野生动物,wildlife
生境破碎化,habitat fragmentation
野化,re-wilding
种类组成,species composition
荒漠植被,desert vegetation
漂浮植被亚型,floating vegetation subtype
植被异质性,vegetation heterogeneity
长期生态研究,long-term ecological research
高山矮曲林,elfin forest
挺水植被,emerged vegetation
原生植物群落,primary phytocoenosium
沙丘植被,sand dune vegetation
农林复合生态系统,agroforestry ecosystem
生态系统恢复,ecosystem restoration
非地带性顶极,azonal climax
植被动态,vegetation dynamics
镶嵌复合体,mosaic complex
半自然植被,semi-natural vegetation
森林景观恢复,forest landscape restoration
原生演替,primary succession
频度,frequency
灌溉地,irrigated land
碳循环,carbon cycle
氮沉降,nitrogen deposition
森林生态系统,forest ecosystem
建群种,constructive species
凋落物,litter
次生裸地,secondary barren land
濒危种,endangered species
湿地水文学,wetland hydrology
生态位,niche
自然保护区群,nature reserve group
竞争排斥,competitive exclusion
河流湿地,river wetland
景观,landscape
干扰,disturbance
高位沼泽,high moor
碳保护,carbon conservation
湿地径流,wetland runoff
候鸟,migratory bird
水禽,aquatic bird
水盐平衡,water-salt balance
湿地景观,wetland landscape
湿地生态用水,wetland ecological water
湿地资源普查,wetland resource survey
湿地退化,wetland degradation
世界湿地日,world wetland day
湿地单要素分类,wetland classification in single element
湿地评价,wetland evaluation
次生灭绝,secondary extinction
栖息地,habitat
人与生物圈自然保护区,Man and Biosphere Reserve
生物多样性热点地区,biodiversity hotspot
国家重点保护物种,wildlife under special state protection
自然遗迹,natural relics
栖息地恢复,habitat restoration
受管理的资源保护区,managed resource protected area
天然纪念物保护区,natural monument area
生物入侵,biological invasion
生物资源,living resources
热带稀树干草原,tropodendropoion
高山植被,alpine vegetation
生态系统综合评估,integrated ecosystem assessment
信息流,information flow
冻原,tundra
旱生植被,xeromorphic vegetation
生态平衡,ecological balance
两栖生物群落,amphibiome
森林生态系统服务,forest ecosystem services
沼泽化草甸,marsh meadow
生态修复,ecological remediation
能量,energy
群落镶嵌,community mosaic
生态系统管理,ecosystem management
顶极群系,climax formation
功能群,functional group
数量锥体,pyramid of numbers
活地被物层,ground living layer
初级生产者,primary producer
植物生活型,plant life form
重要值,importance value
凋落物分解,litter decomposition
地上芽植物,chamaephyte
旱生树种,xerophilous tree species
垂直成层,vertical stratification
盖度,cover
优势树种,dominant tree species
物种饱和度,species saturation
层次,stratum
干流,stemflow
优势度,dominance
生态因子,ecological factor
种群年龄结构,population age structure
冠淋,crown wash
喜光树种,intolerant tree species
森林群落生态学,forest community ecology
树木生理生态学,tree physiological ecology
现存量,standing crop
群落最小面积,minimum community area
泥炭藓,sphagnum
盐碱湿地,saline-alkaline wetland
沼泽,marsh
湿地植物,wetland plant
低位沼泽,low moor
三角洲湿地,deltaic wetland
永久河流,permanent stream
碳库,carbon stock
谱分析,spectral analysis
尺度推绎,scaling
人工浮岛,artificial floating island
护堤,embankment
景观多样性,landscape diversity
抵抗力,resistance
草原灌丛,steppe scrub
湿地旅游,wetland tourism
基因资源,genetic resources
透冠雨,throughfall
迁徙,migration
永久性咸水湖,permanent saline lake
数字林业,digital forestry
林业信息管理,forestry information management
森林生长经营过程可视化,forest growth and management visualization
认可,accreditation
销售单据,sales invoice
废弃材,salvaged wood
传统权利,customary right
森林管理委员会,Forest Stewardship Council
林产品标识,forest product label
消费后回收材料,post-consumer reclaimed materials
初加工,primary processing
审核委托方,audit client
非木材纤维,non-wood fiber
回收木材纤维材料,reclaimed wood fiber materials
审核组,auditor team
森林认证审核,forest certification audit
再生纤维,recycled fiber
森林管理委员会合格产品,FSC-eli-gible product
控制体系,control system
审核证据,audit evidence
林分收获模型,stand yield model
收获预测,yield forecast
初始采伐量,initial harvest
收获表,yield table
完满立木度,fully stocked
轮尺,caliper
年伐面积,annual coupe
一元材积表,one-way volume table
斯克里布纳原木板积表,Scribner log rule
林龄空间,age-class space
森林成熟,forest maturity
倒木,blow-down tree
形高,form height
林分形高,forest form height
工艺成熟,technical maturity
单木生长模型,individual growth model
矮林作业,coppice method
树冠竞争因子,crown competition factor
林分生长模型,stand growth model
枝条材积,branch volume
正形数,normal form factor
林相图,stock map
径阶生长模型,diameter class growth model
森林较利学,forest statics
胸高形率,artificial form quotient
去皮材积,volume inside bark
连年作业,annual working
标准木,sample tree
森林资源连续清查,continuous forest inventory
濒死木,dead and dying wood
森林可及度,accessibility of forest
疏林地,open forest land
人工区划法,artificial division method
林况调查,stand description
综合区划法,combined division method
营林区,forest section
克拉夫特[林木]分级法,Kraft’s tree classification
地况调查,description of locality
林分质量,stand quality
带皮直径,diameter outside bark
林况公式,formula of forest condition
土地期望价,land expectation value
森林抽样调查,forest inventory by using sampling method
过伐,over cut
森林可持续经营标准与指标,criteria and indicators for sustainable forest management
临时样地,temporary sample plot
定期生长量,periodic increment
全龄林,all aged forest
角规常数,basal area factor
断面积平均胸径,quadratic mean diameter
主林层,main storey
材积,timber volume
森林经营单位,forest management unit
林型,forest type
森林航空调查,forest aerial survey
枯损模型,mortality model
龄级,age class
林分空间结构,spatial structure of stand
森林虚拟现实,forest virtual reality
森林资源作业设计调查数据库,database of forest operational design and inventory
森林资源连续清查数据库,database of continuous forest inventory
森林景观可视化,forest landscape visualization
自然保护区数据库,nature reserve database
森林生长与收获模型库,forest growth and yield model base
非木材林产品,non-timber forest product
混合森林管理委员会材料,FSC-mixed materials
监管链认证,chain of custody certification
林分信息,stand information
森林认证,forest certification
森林资源数据库,forest resource database
利益相关者,stakeholder
非工业废弃材,non-industrial salvaged wood
原则与标准,principle and criterion
再生材料,recycled materials
高风险林区,high-risk forest area
信用体系,credit system
监管链,chain of custody
高保护价值,high conservation value
混合森林管理委员会产品,FSC-mixed product
树种代码,species code
货币收获表,money yield table
树干解析,stem analysis
蓄积控制法,volume control method
轮伐期,rotation
[经济材]出材量,merchantable volume
经验收获表,empirical yield table
生长锥,increment borer
年伐量,annual cut
法正蓄积法,method of regulating yield
区划轮伐法,division into annual coupes
择伐周期,cutting cycle
主伐年龄,cutting rotation age
航空立木材积表,aerial volume table
原木材积表,log volume table
树高级立木材积表,height class volume table
森林永续利用,sustained yield of forest
森林经理调查,forest management inventory
施业区,operation unit
目标树,target tree
辅助树,assistant tree
无林地,non-stocked land
林龄转移概率,age-class-transition probability
灌木林地,shrub land
法正生长量,normal increment
林班,compartment
检查法,control method
次林层,forest substorey
人工混交林,mixture plantation
林业局总体设计,overall project of forest enterprise
可持续林业,forestry of sustainable development
混交林,mixed forest
角规抽样,relascope sampling
干曲线,stem curve
采伐季节,felling season
里克求积式,Riecker’s formula
点抽样,point sampling
采伐计划,cutting plan
生长率,growth percentage
森林经理规程,forest management rule
下木层,undergrowth
单层林分,uniform stand
多阶抽样,multi-stage sampling
算术平均胸径,arithmetic mean diameter
经理期,working plan period
径阶,diameter class
形质生长,quality increment
林场经营档案,management archives of forest farm
双因素法,two-factor method
西马林求积式,Simalian’s formula
乔木层,tree layer
补充主伐,supplemental final cut
采伐单元,cutting unit
自然成熟,natural maturity
样地,sample plot
采伐带,cutting strip
树冠,crown
带皮材积,volume outside bark
林价,stumpage price
层积,stacked volume
乔林作业,high forest system
龄级表,age-class table
小复查,intermediate revision
林分密度控制图,stand density control diagram
矮林,coppice forest
林木结构–功能模型,tree functionalstructural model
更新成熟,regeneration maturity
蓄积平分法,volume frame work
纯收益最大成熟,maturity of the highest income
优势木高度,dominant height
恒续林,continuous cover forest
林业数据采集,forestry data collection
面积控制法,area control method
当地社区,local community
林分起源,origin of stand
非法采伐木材,illegally harvested wood
立木材积表,tree volume table
林业数据挖掘,forestry data mining
森林资源代码,forest resource code
林业信息化,informatization of forestry
古树名录数据库,database of ancient and famous tree
森林收获模拟模型,forest harvesting simulation model
森林防火指挥系统,forest fire-alarm and control system
林业数据仓库,forestry data warehouse
声明期,claim period
森林经营认证,forest management certification
全球森林贸易网络,global forest and trade network
信用账户,credit account
森林管理委员会产品组清单,FSC product group schedule
高保护价值森林,high conservation value forest
森林监测,forest monitoring
遗传修饰生物体,genetically modified organism
低风险林区,low-risk forest area
批次,batch
森林管理委员会产品组,FSC product group
相对同龄林,relative even-aged forest
复层林分,multi-storied stand
胸高直径,diameter at breast height
林分组成,stand composition
固定样地,permanent sample plot
线抽样,line sampling
中龄林,half-mature forest
林分经营法,management by compartment
连年生长量,current annual increment
现实林,real forest
总生长量,total increment
干形,stem form
林分平均高,stand mean height
梢头木,topwood
自然分化,natural differentiation
树干形高,stem form height
数量成熟,quantitative maturity
冠幅,crown width
正形率,normal form quotient
经营类型,management class
完全调整林,fully regulated forest
自稀疏,self-thinning
采伐作业,logging operation
径阶分布,diameter class distribution
枯立木,standing dead tree
分级标准木法,method of mean sample tree by diameter class
理财成熟,financial maturity
伐期收入,final income
林分密度指数,stand density index
头木作业,pollard method
冠长,crown height
胸高形数,artificial form factor
防护成熟,protection maturity
树高,tree height
林分调查因子,stand description factor
削度表,taper table
隔年作业,intermittent working
折衷平分法,combined frame work
受审核方,auditee
面积平分法,area frame work
审核员,auditor
林业局,forest enterprise
枯损量,mortality
林业用地,forestry land
被压木,suppressed tree
林中空地,clearing
小班,subcompartment
广义法正林,generalized normal forest
有林地,forest land
亚优势木,subdominant tree
法正林分排列,normal distribution of stand
森林区划,forest division
采伐列区,cutting series
成熟林,mature forest
地位级,site class
胡伯尔求积式,Huber’s formula
区分求积,sectional measurement
经济蓄积,economic volume
林分生长量,stand growth
期初蓄积,initial volume
采伐顺序,cutting sequence
近自然林业,close-to-natural forestry
高径比,height/diameter ratio
望远速测镜,tele-relascope
允许采伐量,allowable cut
蓄积配分法,volume-allocating method
调整期,regulation period
多伊尔原木板积表,Doyle log rule
材积表,volume table
林业知识库,forestry knowledge base
较差法,difference method
板英尺原木板积表,board-foot log rule
利用率法,utilization percent method
速测镜,relascope
收获方法,harvesting method
减反率法,Gentan probability method
数式平分法,formula method of period by area and volume combined
国际原木板积表,international log rule
更新期,regeneration period
原条材积表,tree-length volume table
价值平分法,value frame work
