中文,英文
非黏性流体,inviscid fluid
有效位能,available potential energy
稳定度指数,index of stability
流体静力不稳定度,hydrostatic instability
动力高度,dynamic height
抬升指数,lifting index
绝对不稳定,absolute instability
p坐标,p-coordinate
σ坐标,σ-coordinate
非线性不稳定[性],nonlinear instability
赤纬,declination
分流,diffluence
后退波,retrograde wave
惯性振荡,inertial oscillation
兰姆波,Lamb wave
地形波,orographic wave
罗斯贝波,Rossby wave
背风波,lee wave
定常波,stationary wave
开尔文-亥姆霍兹波,Kelvin-Helmholtz wave
伯格数,Burger number
罗斯贝数,Rossby number
里查森数,Richardson number
普朗特数,Prandtl number
布伦特-韦伊塞莱频率,Brunt- frequency
瑞利数,Rayleigh number
旋衡风,cyclostrophic wind
梯度风,gradient wind
角动量平衡,angular momentum balance
次梯度风,subgradient wind
地转风,geostrophic wind
超梯度风,supergradient wind
风切变,wind shear
南支急流,southern branch jet stream
深对流,deep convection
暖平流,warm advection
中尺度对流系统,mesoscale convective system
半地转运动,semigeostrophic motion
信风环流,trade-wind circulation
埃克曼层,Ekman layer
局地环流,local circulation
指数循环,index cycle
开尔文环流定理,Kelvin's theorem of circulation
费雷尔环流,Ferrel cell
散度定理,divergence theorem
β平面,β-plane
摩擦速度,friction velocity
切变涡度,shearing vorticity
相当正压模式,equivalent barotropic model
辐射模式,radiation model
中尺度模式,mesoscale model
气象噪声,meteorological noise
守恒格式,conservation scheme
次网格尺度过程,subgrid-scale process
自动资料处理,automatic data processing
运动学边界条件,kinematic boundary condition
正交函数,orthogonal functions
分离显式格式,split-explicit scheme
交错网格,staggered grid
插值法,interpolation
统计插值法,statistical interpolation method
套网格,nested grid
决策分析,decision analysis
正温[大气]模式,thermotropic model
摩擦曳力,frictional drag
二维湍流,two-dimensional turbulence
瞬变波,transient wave
正规模[态]初值化,normal mode initialization
计算模[态],computational mode
数值实验,numerical experiment
稳定空气,stable air
E-P通量,Eliassen-Palm flux
傅里叶分析,Fourier analysis
快速傅里叶变换,fast Fourier transform
热力学湿球温度,thermodynamic wet-bulb temperature
空气动力学,acerodynamics
地面逆温,surface inversion
静力不稳定[性],static instability
前进波,progressive wave
湍流谱,turbulence spectrum
湍流K理论,K theory of turbulence
机械湍流,mechanical turbulence
通量,flux
斜压性,baroclinity
纵波,longitudinal wave
亥姆霍兹波,Helmholtz wave
超长波,ultra-long wave
罗斯贝图解,Rossby diagram
哈得来域,Hadley regime
无辐散层,non-divergence level
白贝罗定律,Buys Ballots' law
次地转风,subgeostrophic wind
变压风,isallobaric wind
深水波,deep-water wave
下沉气流,downward flow
对流调整,convective adjustment
冷平流,cold advection
干对流,dry convection
斜压大气,baroclinic atmosphere
无辐散运动,nondivergent motion
准无辐散,quasi-nondivergence
直接环流[圈],direct circulation
间接环流[圈],indirect circulation
越赤道气流,cross-equatorial flow
环流指数,circulation index
调和函数,harmonic function
温度平流,temperature advection
绝热上升,adiabatic ascending
温度-对数压力图,T-lnp diagram
热力层结,thermal stratification
湿绝热过程,moist adiabatic process
位相谱,phase spectrum
连续方程,continuity equation
流体静力近似,hydrostatic approximation
涡度方程,vorticity equation
正压涡度方程,barotropic vorticity equation
布西内斯克近似,Boussinesq approximation
位势米,geopotential meter
宏观黏滞度,macroviscosity
重力流,gravity current
分岔,bifurcation
有限振幅,finite amplitude
薄片法,slice method
位涡守恒,conservation of potential vorticity
赤经,right ascension
天赤道,celestial equator
引导高度,steering level
涡度平流,vorticity advection
行星涡度,planetary vorticity
长波调整,adjustment of longwave
惯性波,inertia wave
卡门常数,Karman constant
大气波动,atmospheric wave
强迫振荡,forced oscillation
蒙特卡罗方法,Monte-Carlo method
尺度分析,scale analysis
行星尺度,planetary scale
计算不稳定,computational instability
求积谱,quadrature spectrum
四维资料同化,four-dimensional data assimilation
次网格[尺度]参数化,subgrid scale parameterization
变分客观分析,variational objective analysis
差分格式,difference scheme
有限区模式,limited area model
张弛法,relaxation method
复相关系数,multiple correlation coefficient
正压模式,barotropic model
假谱方法,pseudospectral method
逐步订正法,successive correction analysis
汇流,confluence
辐合,convergence
拖曳系数,drag coefficient
凝结效率,condensation efficiency
位温,potential temperature
绝热增温,adiabatic heating
半地转理论,semigeostrophic theory
冰冻学,cryology
亥姆霍兹不稳定,Helmholtz instability
转盘实验,rotating dishpan experiment
径向流入,radial inflow
上升气流,upward flow
相,phase
切变层,shear layer
β中尺度,meso-β scale
声重力波,acoustic gravity wave
平流层引导,stratospheric steering
重力波拖曳,gravity wave drag
卡尔曼滤波,Kalman filtering
惯性力,inertial force
惯性重力波,inertia-gravity wave
平流层爆发[性]增温,stratospheric sudden warming
涡动相关,eddy correlation
平流层耦合作用,stratospheric coupling
模态,mode
大气噪声,atmospheric noise
切变波,shearing wave
扩散率,diffusivity
普朗特混合长理论,Prandtl mixing-length theory
顺转风,veering wind
夜间急流,nocturnal jet
埃克曼抽吸,Ekman pumping
不可压缩流体,incompressible fluid
动力黏性,dynamic viscosity
数值天气预报,numerical weather prediction
气压坐标系,pressure coordinate system
冷池,cold pool
曲线坐标,curvilinear coordinate
9级风,strong gale
积雪日数,days with snow cover
相对湿度,relative humidity
气压梯度力,pressure gradient force
科里奥利力,Coriolis force
降水持续时间,precipitation duration
雨,rain
降水强度,precipitation intensity
二分[点]雨,equinoctial rains
阵性降水,showery precipitation
暖雨,warm rain
地方性降水,local precipitation
毛毛雨,drizzle
混合比,mixing ratio
过饱和空气,super-saturated air
国际云图,international cloud atlas
云种,cloud species
伪卷云,cirrus nothus
絮状高积云,altocumulus floccus
旗云,banner cloud
湍流云,turbulence cloud
阵风振幅,gust amplitude
阵风持续时间,gust duration
离岸风,off-shore wind
坡风,slope wind
冰川风,glacier breeze
亮度对比,contrast of luminance
水平风切变,horizontal wind shear
0级风,calm
水龙卷,water spout
尘卷风,dust devil
冻露,white dew
龙卷,tornado
冰云,ice cloud
雪深,snow depth
闪电通道,lightning channel
雹块,hailstone
叉状闪电,forked lightning
冻雾,freezing fog
辐射雾,radiation fog
大陆架,continental shelf
对流层,troposphere
对流层顶,tropopause
科里奥利加速度,Coriolis acceleration
内摩擦[力],internal friction [force]
冰面饱和混合比,saturation mixing ratio with respect to ice
测湿公式,psychrometric formula
倾斜能见度,slant visibility
特强沙尘暴,extreme severe sand and dust storm
沙尘暴,sand and dust storm
全球大气研究计划,Global Atmospheric Research Program
电离层,ionosphere
电集流,electrojet
等离子体层,plasmasphere
水汽输送,transfer of water vapor
科里奥利参数,Coriolis parameter
水汽含量,moisture content
[温度]露点差,depression of the dew point
云类,cloud variety
钩卷云,cirrus uncinus
垂直风速,vertical wind velocity
白霜,hoar frost
湿雪,wet snow
雨夹雪,sleet
雪暴,snowstorm
海面蒸汽雾,sea smoke
物理气象学,physical meteorology
均质层顶,homopause
光化层顶,chemopause
中间层,mesosphere
热层顶,thermopause
磁层顶,magnetopause
热层,thermosphere
臭氧层,ozonosphere
多元大气,polytropic atmosphere
温度订正,temperature correction
比湿,specific humidity
饱和比湿,saturation specific humidity
饱和差,saturation deficit
中云,middle cloud
云幂,cloud ceiling
阴天,overcast
少云,partly cloudy
裸地,bare soil
雨影,rain shadow
雨凇,glaze
雷雨云降水,thundery precipitation
过冷却雨,supercooled rain
雨量,rainfall [amount]
连续性降水,continuous precipitation
小雨,light rain
零风速层顶,velopause
风速,wind speed
12级风,hurricane
6级风,strong breeze
云顶,cloud top
透光高层云,altostratus translucidus
积云,cumulus
焚风波,foehn wave
堡状高积云,altocumulus castellanus
积状云,cumuliform cloud
秃积雨云,cumulonimbus calvus
鬃积雨云,cumulonimbus capillatus
层云,stratus
弧状云,arc cloud
滚轴云,rotor clouds
暖云,warm cloud
焚风,foehn
视觉感阈,contrast threshold
降水,precipitation
垂直能见度,vertical visibility
扬沙,blowing sand
沙尘暴天气,sand and dust storm weather
中国气象学会,Chinese Meteorological Society
国际气象学和大气科学协会,International Association of Meteorology and Atmospheric Sciences
中尺度气象学,mesometeorology
标准大气压,standard atmosphere pressure
积冰,icing
解冻,thaw
雷暴,thunderstorm
天电,atmospherics
阵风锋,gust front
雾,fog
轻雾,mist
霰,graupel
气象学,meteorology
大气杂质,atmospheric impurity
湿空气,moist air
云状,cloud form
湖风,lake breeze
湖锋,lake front
向岸风,on-shore wind
初霜,first frost
霜点,frost point
干雪崩,dust avalanche
雪,snow
雪晶,snow crystal
积雪总量,snow pack
热带气团雾,tropical air fog
可照时数,duration of possible sunshine
大气科学,atmospheric science
大气,atmosphere
大陆漂移,continental drift
均质大气,homogeneous atmosphere
气温,air temperature
海平面气压,sea-level pressure
压高公式,barometric height formula
气压,atmospheric pressure
山帽云,cap cloud
季风雨,monsoon rain
尘旋,dust whirl
一年冰,first year ice
带状闪电,band lightning
雾堤,fog bank
等温过程,isothermal process
雪量,snowfall [amount]
等温大气,isothermal atmosphere
冷云,cold cloud
气压梯度,pressure gradient
低云,low cloud
混乱天空,chaotic sky
地形雨,orographic rain
球状闪电,ball lightning
电线积冰,wire icing
水汽压,water vapor pressure
裸冰,bare ice
露,dew
雪花,snowflake
地面雾,ground fog
饱和水汽压,saturation vapor pressure
饱和空气,saturated air
云,cloud
高积云,altocumulus
密卷云,cirrus spissatus
高层云,altostratus
层积云,stratocumulus
锋下云,subfrontal cloud
云带,cloud band
上滑云,upglide cloud
过冷云,supercooled cloud
真风,true wind
风级,wind force scale
地方性风,local wind
地面风,surface wind
冰川减退,deglaciation
有效能见度,effective visibility
高空霾,haze aloft
北极霾,arctic haze
强沙尘暴,severe sand and dust storm
风暴,storm
沙尘天气,sand and dust weather
沙壁,sand wall
雹暴,hail storm
霜,frost
天穹形状,apparent form of the sky
地面状态,state of ground
晴天,clear sky
锚冰,anchor ice
先导闪击,leader stroke
冰暴,ice storm
闪电,lightning
湿雾,wet fog
冰雾,ice fog
回击,return stroke
火箭状闪电,rocket lightning
条状闪电,streak lightning
平流辐射雾,advection-radiation fog
混合雾,mixing fog
大气质量,atmospheric mass
理论气象学,theoretical meteorology
温湿图,hythergraph
浓积云,cumulus congestus
珠母云,nacreous clouds
透光高积云,altocumulus translucidus
灯光能见距离,visual range of light
能见度,visibility
天气现象,weather phenomenon
多云,cloudy
光化层,chemosphere
β效应,β-effect
毛卷层云,cirrostratus fibratus
碎层云,stratus fractus
水云,water cloud
露点[温度],dew point [temperature]
纯冰面饱和水汽压,saturation vapor pressure in the pure phase with respect to ice
云量,cloud amount
卷层云,cirrostratus
风的垂直切变,vertical wind shear
风速廓线,wind speed profile
风,wind
3级风,gentle breeze
阵风,gust
焚风墙,foehn wall
吹雪,driven snow
积雪,snow cover
大气离子,atmospheric ion
日照时数,sunshine duration
政府间气候变化专门委员会,Intergovernmental Panel on Climate Change
低层大气,lower atmosphere
中层大气,middle atmosphere
尘埃层顶,dust horizon
平流层,stratosphere
平流层顶,stratopause
等离子体层顶,plasmapause
湿球温度,wet-bulb temperature
干球温度,dry-bulb temperature
标准大气,standard atmosphere
绝热大气,adiabatic atmosphere
行星大气,planetary atmosphere
雨日,rain day
高云,high cloud
碎积云,cumulus fractus
积雨云,cumulonimbus
积云性高积云,altocumulus cumulogenitus
淡积云,cumulus humilis
中展积云,cumulus mediocris
荚状层积云,stratocumulus lenticularis
雨层云,nimbostratus
蔽光层积云,stratocumulus opacus
驻云,standing cloud
云厚度,vertical extent of a cloud
云高,cloud height
风向,wind direction
水平风矢量,horizontal wind vector
最大风速层,maximum wind level
10级风,storm
5级风,fresh breeze
蒲福风级,Beaufort [wind] scale
湿度,humidity
山谷风,mountain-valley breeze
暖雾,warm fog
高空风,wind aloft
地面能见度,surface visibility
水平能见度,horizontal visibility
差动风,differential wind
峡谷风,gorge wind
天空蓝度,blue of the sky
雨滴,rain drop
间歇性降水,intermittent precipitation
大雨,heavy rain
沙霾,sand haze
浮尘,suspended dust
干霾,dry haze
低吹沙,drifting sand
终霜,latest frost
温度自记曲线,thermogram
对流性雷暴,convective thunderstorm
海雾,sea fog
串珠状闪电,pearl-necklace lightning
平流雾,advection fog
山雾,mountain fog
气团雾,air-mass fog
蒸发雾,evaporation fog
大气悬浮物,atmospheric suspended matter
雾凇,rime
卷云,cirrus
湿空气水面饱和水汽压,saturation vapor pressure of moist air with respect to water
云分类,cloud classification
云属,cloud genera
毛卷云,cirrus fibratus
11级风,violent storm
透光层积云,stratocumulus translucidus
最大降水量,maximum precipitation
冻雨,freezing rain
晴空雨,serein
大气分层,atmospheric subdivision
温度廓线,temperature profile
视示力,apparent force
水汽廓线,water vapor profile
向心加速度,centripetal acceleration
离心力,centrifugal force
纯水面饱和水汽压,saturation vapor pressure in the pure phase with respect to water
湿空气冰面饱和水汽压,saturation vapor pressure of moist air with respect to ice
2级风,light breeze
抽吸性涡旋,suction vortices
米雪,snow grains
雪幡,snow virga
阵雪,showery snow
雪密度,snow density
大气扩散,atmospheric diffusion
大气成分,atmospheric composition
微气象学,micrometeorology
日照时间,insolation duration
特性层,significant level
等温层,isothermal layer
过渡层,transition layer
非均质层,heterosphere
外[逸]层,exosphere
最高温度,maximum temperature
自由大气,free atmosphere
多元过程,polytropic process
干湿球温差,wet-bulb depression
[大气]标高,[atmospheric] scale height
气象要素,meteorological element
绝热凝结温度,adiabatic condensation temperature
本站气压,station pressure
温湿自记曲线,thermohygrogram
水蒸气,water vapor
绝对湿度,absolute humidity
水面饱和混合比,saturation mixing ratio with respect to water
总云量,total cloud cover
直展云,cloud with vertical development
附属云,accessory cloud
极大风速,extreme wind speed
波状云,wave cloud
8级风,gale
低吹雪,drifting snow
飑,squall
干雪,dry snow
雪崩,avalanche
高吹雪,blowing snow
雪日,snow day
大气品位,air quality
大气密度,atmospheric density
均质层,homosphere
磁层,magnetosphere
中间层顶,mesopause
[冰]雹,hail
能见度目标物,visibility marker
4级风,moderate breeze
干雾,dry fog
垂直廓线,vertical profile
蔽光高积云,altocumulus opacus
蔽光高层云,altostratus opacus
荚状高积云,altocumulus lenticularis
碎雨云,fracto-nimbus
层状云,stratiform cloud
积云性层积云,stratocumulus cumulogenitus
云堤,cloud bank
夜光云,noctilucent clouds
[冰]雹云,hail cloud
鱼鳞天,mackerel sky
不定风,variable wind
最大风速,maximum wind speed
风力,wind force
7级风,near gale
1级风,light air
云底,cloud base
薄幕卷层云,cirrostratus nebulosus
卷积云,cirrocumulus
云族,cloud etage
大气现象,meteor
降水日,precipitation day
地形降水,orographic precipitation
对流性降水,convective precipitation
雨幡,rain virga
非对流性降水,non-convective precipitation
中雨,moderate rain
阵雨,showery rain
暴雨,torrential rain
地形雨量,orographic rainfall
霾,haze
切向风,tangential wind
天空状况,sky condition
雪水当量,water equivalent of snow
热闪,heat lightning
热雷暴,heat thunderstorm
冰丸,ice pellet
雷阵雨,thunder shower
地形雷暴,orographic thunderstorm
雷,thunder
雷暴单体,thunderstorm cell
片状闪电,sheet lightning
日照百分率,percentage of sunshine
锋面雾,frontal fog
过冷却雾,supercooled fog
大气演化,evolution of atmosphere
高层大气,upper atmosphere
绝热凝结气压,adiabatic condensation pressure
大气潮,atmospheric tide
上坡雾,upslope fog
堡状层积云,stratocumulus castellanus
海陆风,sea-land breeze
流泄风,drainage wind
差动弹道风,differential ballistic wind
降水量,amount of precipitation
高吹沙,blowing sand
辐射霜,radiation frost
漏斗云,funnel cloud
雷飑,thunder squall
雪面波纹,sastrugi
标准层,standard [pressure] level
电化学探空仪,electrochemical sonde
酸雹,acid hail
降水化学,precipitation chemistry
氕,protium
活化能,activation energy
一氧化氮,nitric oxide
氩,argon
氡,radon
风蚀,corrasion
氧化剂,oxidant
光化学烟雾,photochemical smog
酸露,acid dew
氯度,chlorosity
酸度,acidity
大气光解[作用],atmospheric photolysis
痕量元素,trace element
多布森分光光度计,Dobson spectrophotometer
二氧化碳当量,carbon dioxide equivalence
光化学反应,photochemical reaction
臭氧,ozone
宇宙线,cosmic ray
多布森单位,Dobson unit
碳汇,carbon sink
碳源,carbon source
氘,deuterium
氚,tritium
大气痕量气体,atmospheric trace gas
臭氧总量,total ozone
碳池,carbon pool
碳,carbon
大气化学,atmospheric chemistry
大气放射性,atmospheric radioactivity
大气光化学,atmospheric photochemistry
碳定年法,carbon dating
二氧化碳大气浓度,carbon dioxide atmospheric concentration
酸性降水,acid precipitation
酸霜,acid frost
酸雪,acid snow
氯氟碳化物,chlorofluorocarbons
氘核,deuteron
一氧化碳,carbon monoxide
气溶胶化学,aerosol chemistry
箱模式,box model
碳循环,carbon cycle
侵蚀[作用],erosion
酸沉降,acid deposition
pH值,pH value
二氧化氮,nitrogen dioxide
生物地球化学循环,biogeochemical cycle
生物质燃烧,biomass burning
生化需氧量,biochemical oxygen demand
日冕物质喷射,coronal mass ejection
查普曼机制,Chapman mechanism
二氧化碳,carbon dioxide
[气]柱丰度,column abundance
吸附作用,adsorption
对流层臭氧,tropospheric ozone
化学需氧量,chemical oxygen demand
锕射气,actinon
钍射气,thoron
放射性污染,active pollution
大气臭氧,atmospheric ozone
南极臭氧洞,antarctic ozone hole
氯含量,chlorinity
成冰阈温,threshold temperature of ice nucleation
酸雾,acid fog
碳同化,carbon assimilation
二甲[基]硫,dimethyl sulfide
风向标,wind vane
雨强计,rainfall intensity recorder
测云仪,nephoscope
热线风速表,hot-wire anemometer
风速计,anemograph
强风仪,strong wind anemograph
双经纬仪观测,double-theodolite observation
自记测风器,wind recorder
激光云幂仪,laser ceilometer
超声测风仪,ultrasonic anemometer
冻土器,frozen soil apparatus
云幂气球,ceiling balloon
双偏振雷达,dual polarization radar
臭氧计,ozonometer
测云雷达,cloud-detection radar
湿度表,hygrometer
湿球温度表,wet-bulb thermometer
毛发湿度表,hair hygrometer
辐射温度表,radiation thermometer
毛发湿度计,hair hygrograph
云幂灯,ceiling projector
云滴凝结器,nepheloscope
地温表,geothermometer
水银温度表,mercury thermometer
气压测高表,pressure altimeter
高山气压计,mountain barograph
区域标准气压表,regional standard barometer
绝对标准气压表,absolute standard barometer
热辐射仪,bolometer
移动船舶站,mobile ship station
空盒气压表,aneroid barometer
边界层雷达,boundary layer radar
地球静止气象卫星,geostationary meteorological satellite
先进地球观测卫星,Advanced Earth Observing Satellite
多通道微波扫描辐射仪,scanning multifrequency microwave radiometer
等高平面位置显示器,constant altitude plan position indicator
船用气压表,ship-barometer
投弃式温深仪,expendable bathy-thermograph
湿度计,hygrograph
虹吸[式]雨量计,siphon rainfall recorder
称重式雨量器,weighing raingauge
丹斯测风表,Dines anemometer
探空气球,sounding balloon
廓线仪,profiler
气象飞机,meteorological aircraft
分布目标,distributed target
相干性,coherence
观测误差,observational error
漂浮式蒸发皿,floating pan
标准蒸发器,standard pan
测雹板,hailpad
转杯风速表,cup anemometer
B显示器,B-scope
速度方位距离显示,velocity azimuth range display
[雷达]天线罩,radome
非相干雷达,incoherent radar
莱曼-α湿度表,Lyman-α hygrometer
双金属片温度计,bimetallic thermograph
草温表,grass thermometer
福丁气压表,Fortin barometer
温湿计,thermohygrograph
温湿表,thermohygrometer
吸收湿度计,absorption hygrometer
通风干湿表,aspirated psychrometer
气象雷达,meteorological radar
机载天气雷达,airborne weather radar
微分吸收法,differential absorption technique
基本天气观测时间,main standard time
地面观测,surface observation
带通滤波[器],band pass filter
常规观测,conventional observation
船舶观测,ship observation
准确度,accuracy
无线电测风观测,radiowind observation
气压开关,baroswith
观测次数,observational frequency
系留气球探测,captive balloon sounding
测风气球观测,pilot balloon observation
校准,calibration
气压表高度,barometer level
高分辨[率]红外辐射探测器,high resolution infrared radiation sounder
气象卫星地面站,meteorological satellite ground station
色温,color temperature
直读式地面站,direct read-out ground station
A型显示器,A scope
手摇干湿表,whirling psychrometer
气象火箭,meteorological rocket
水导[式]雨量计,electric conductivity raingauge
风速测定法,anemometry
遥测雨量计,telemetering pluviograph
声学雨量计,acoustic raingauge
无线电探空仪,radiosonde
测风经纬仪,aerological theodolite
雷电仪,ceraunometer
避雷针,lightning rod
称雪器,weighting snow-gauge
边界层廓线仪,boundary layer profiler
量雪尺,snow scale
日照计,sunshine recorder
日射测定学,actinometry
日射测定表,actinometer
标准通风干湿表,standard aspirated psychrometer
温湿仪,hygrothermoscope
阿斯曼干湿表,Assmann psychrometer
总辐射表,pyranometer
黑球温度表,black bulb thermometer
反照率表,albedometer
直接辐射表,pyrheliometer
净辐射表,net pyranometer
气象仪器,meteorological instrument
太阳光度计,heliograph
百叶箱,screen
标准气压表,normal barometer
气压表,barometer
天气观测,synoptic observation
超高频雷达,UHF Doppler radar
速度方位显示,velocity azimuth display
相干存储滤波器,coherent memory filter
平面位置显示器,plan position indicator
雷达雨量积分器,radar rainfall integrator
距离速度显示,range velocity display
多普勒声[雷]达,Doppler sodar
多普勒激光雷达,Doppler lidar
MST雷达,MST radar
双通道雷达,dual channel radar
温度计,thermograph
化学湿度表,chemical hygrometer
高分辨[率]图像传输,high resolution picture transmission
全球电信系统,global telecommunication system
高分辨率[云图]传真,high resolution facsimile
气象观测,meteorological observation
均方根误差,root-mean-square error
补充观测,supplementary observation
摄氏温标,Celsius temperature scale
变形[类]温度表,deformation thermometer
气体温度表,gas thermometer
高山[观测]站,mountain [observation] station
自动气象站,automatic meteorological station
地球观测系统,Earth Observing System
大气遥感,atmospheric remote sensing
卫星探测反演,inversion of satellite sounding
气象卫星,meteorological satellite
地球辐射收支卫星,Earth Radiation Budget Satellite
频率响应,frequency response
频谱,frequency spectrum
昂斯特伦补偿直接辐射表,Angstr compensation pyrheliometer
地面资料,surface data
海洋气象站,ocean weather station
降交点,descending node
波特,baud
微波辐射仪,microwave radiometer
甚高频雷达,VHF radar
辐射传输方程,radiation transfer equation
能见度测定表,nephelometer
手持风速表,hand anemometer
飞机探测,aircraft sounding
摄动,perturbation
翻斗[式]雨量计,tilting bucket raingauge
风杯风速计,vane anemometer
定高气球,constant level balloon
测露表,drosometer
地面温度表,surface geothermometer
[气]压温[度]湿[度]计,barothermohygrograph
通风气象计,aspiration meteorograph
坎贝尔-司托克斯日照计,Campbell-Stokes sunshine recorder
雹雨分离器,hail-rain separator
蒸发计,evaporograph
辅助船舶观测,auxiliary ship observation
气象观测平台,meteorological platform
累计雨量器,accumulative raingauge
多普勒天气雷达,Doppler radar
巴塘温度表,Bourdon thermometer
布尔东管,Bourdon tube
黑白球温度表,black and white bulb thermometer
乔唐日照计,Jordan sunshine recorder
云幂仪,ceilometer
相干雷达,coherent radar
非常规观测,non-conventional observation
雷达组网,radar network composite
微分吸收激光雷达,differential absorption lidar
声[雷]达,sodar
脉冲雷达,pulse radar
最高温度表,maximum thermometer
虹吸气压表,siphon barometer
微分吸收湿度计,differential absorption hygrometer
山地观测,mountain observation
e折减时间,e-folding time
精〔密〕度,precision
火箭探测,rocket sounding
无线电探空,radio sounding
标准观测时间,standard time of observation
实际观测时间,actual time of observation
滞后系数,lag coefficient
电码格式,code form
高空资料,upper air data
反演法,inverse technique
升交点,ascending node
地球辐射收支试验,Earth Radiation Budget Experiment
地球资源技术卫星,Earth Resources Technology Satellite
欧洲遥感卫星,European Remote Sensing Satellite
雨云卫星,NIMBUS
诺阿卫星,NOAA satellite
资料收集系统,data collection system
自动图像传输,automatic picture transmission
后向散射紫外光谱仪,backscatter ultraviolet spectrometer
实时资料,real time data
延时图像传输,delay picture transmission
空间分辨率,spatial resolution
空盒气压计,aneroid barograph
热辐射仪自记曲线,bologram
螺旋桨[式]风速表,propeller anemometer
无线电探空测风仪,rawinsonde
下投式探空仪,dropsonde
热敏电阻风速表,thermistor anemometer
导航测风,navaid wind-finding
无线电经纬仪,radio theodolite
固定船舶站,fixed ship station
露点湿度表,dew-point hygrometer
干球温度表,dry-bulb thermometer
露量表,drosometer
全天光度计,all sky photometer
测风绘图板,pilot-balloon plotting board
日射测定计,actinography
日射自记曲线,actinogram
雨量计,pluviograph
标准雨量计,standard raingauge
能见度表,visibility meter
天气观测时间,synoptic hour
气象台,meteorological observatory
绝对温标,absolute temperature scale
观测场,observation site
风向风速表,anemorumbometer
天气图传真,weather facsimile
扫描辐射仪,scanning radiometer
雨量器,raingauge
电码组,code group
小型蒸发器,evaporation pan
天空蓝度测定仪,cyanometer
大型蒸发器,evaporation tank
[卫星]星下点,sub-satellite point
天气资料,synoptic data
先进甚高分辨率辐射仪,Advanced Very High Resolution Radiometer
雷达测风仪,radarsonde
平面切变显示器,plan shear indicator
双多普勒分析,dual Doppler analysis
气压计,barograph
遥测温度表,telethermometer
曲管地温表,angle geothermometer
寇乌气压表,Kew pattern barometer
干湿表,psychrometer
探空火箭,sounding rocket
角反射器,corner reflector
天气雷达,weather radar
连续波雷达,continuous-wave radar
大气探测,atmospheric sounding and observing
定点观测,fixed point observation
外场观测,field observation
地基观测,ground-based observation
探空,sounding
气球测风,pibal
校准曲线,calibration curve
[海平面]气压换算,pressure reduction
气压订正,barometric correction
自记记录,autographic records
远日点,aphelion
远地点,apogee
极轨气象卫星,polar-orbiting meteorological satellite
时间分辨率,temporal resolution
非天气资料,non-synoptic data
低分辨率[云图]传真,low resolution facsimile
时展资料,stretched data
全分辨率,full resolution
高分辨[率]干涉探测器,high resolution interferometric sounder
温度垂直廓线辐射仪,vertical temperature profile radiometer
气象台站网,network of meteorological station
温度表,thermometer
通道,channel
近日点,perihelion
主动遥感技术,active remote sensing technique
近地点,perigee
温度反演,temperature retrieval
先进泰罗斯-N卫星,advanced TIROS-N
极轨卫星,polar orbiting satellite
泰罗斯卫星,TIROS
泰罗斯-N卫星,TIROS-N
全球定位系统,global positioning system
应用技术卫星,application technology satellite
非实时资料,non-real time data
垂直射束雷达,vertical-beam radar
距离高度显示器,range-height indicator
合成孔径雷达,synthetic aperture radar
双基地激光雷达,bistatic lidar
激光雷达,lidar
雷达探空,radar sounding
测风雷达,windfinding radar
声学温度表,acoustic thermometer
最低温度表,minimum thermometer
目测,visual observation
天基观测,space-based observation
本底污染观测,background pollution observation
拍频振荡器,beat frequency oscillator
甚高分辨率辐射仪,very high resolution radiometer
艾萨卫星,ESSA
风速表,anemometer
电接[式]风速表,contact anemometer
离子计数器,ion counter
探空仪,sonde
等容气球,tetroon
双波长雷达,dual wavelength radar
微压计,microbarograph
水银气压表,mercury barometer
气阱,air trap
高山气压表,mountain barometer
国家标准气压表,national standard barometer
称重式气压表,weighing barometer
温深仪,bathythermograph
气压温度计,barothermograph
天空辐射表,sky radiometer diffusometer
空腔辐射计,cavity radiometer
气象观测员,observer
高空观测,upper air observation
艾托斯卫星,ITOS
直管地温表,tube-typed geothermometer
空基观测,air-borne observation
基本天气观测,principal synoptic observation
辅助天气观测,intermediate synoptic observation
电码种类,code kind
标准差,standard deviation
国际[天气]电码,international synoptic code
被动遥感技术,passive remote sensing technique
先进微波探测装置,advanced microwave sounding unit
资料收集平台,data collection platform
海岸带水色扫描仪,coastal zone color scanner
大气传输模式,atmospheric transmission model
超级单体,supercell
云顶温度,cloud top temperature
贝纳对流,Benard convection
空-地电流,air-earth current
露虹,dewbow
天气回波,weather echo
康普顿效应,Compton effect
米散射,Mie scattering
大气边界层,atmospheric boundary layer
云凝结核,cloud condensation nuclei
积雨云模式,cumulonimbus model
毛[细]管作用,capillarity
雷暴监测,thunderstorm monitoring
播云剂,cloud seeding agent
目标区,target area
幻月环,paraselenic circle
毕晓普光环,Bishop's corona
雷达分辨体积,radar resolution volume
日华,solar corona
环地平弧,circumhorizontal arc
云动力学,cloud dynamics
日柱,sun pillar
电离层暴,ionospheric storm
单体,cell
云际放电,cloud-to-cloud discharge
平流,advection
中层大气物理学,middle atmospheric physics
地面粗糙度,surface roughness
空中放电,air discharge
气体动力[学]粗糙度,aerodynamic roughness
层状回波,layered echo
云街,cloud street
云线,cloud line
螺旋云带,spiral cloud band
太阳活动,solar activity
太阳辐射,solar radiation
大气辐射,atmospheric radiation
规则带模式,regular band model
云物理学,cloud physics
