中文,英文
寡循环湖,oligomictic lake
贫营养化,oligotrophication
贫营养湖,oligotrophic lake
泥炭沼泽,mire
湖沼湿地,lacustrine wetland
河口湿地,estuarine wetland
正向河口,positive estuary
沿岸湿地,aquatic marginal wetland
湿地,wetland
矿质泥炭沼泽,fen
高潮区,high tidal region
亚沿岸带,sublittoral zone
深底带,profundal zone
人工礁,artificial reef
海面微表层,sea-surface microlayer
上层带,epipelagic zone
深渊山丘,abyssal hill
碱度,alkalinity
酸度,acidity
补偿深度,compensation depth
深海散射层,deep scattering layer
大潮,spring tide
潮隔,tidal rip
潮流,tidal current
上升流,upwelling
下降流,downwelling
陆封种,land-locked species
有孔虫软泥,foraminiferan ooze
暖水种,warm water species
世界种,cosmopolitan species
怀卵量,fish brood amount
鱼类年龄组成,fish age composition
鱼类体长组成,fish length composition
冬卵,winter egg
越冬场,overwintering ground
育幼场,nursing ground
幼后期,post-larva stage
幼龄期,young stage
成熟期,mature stage
幼体浮游生物,larval plankton
固氮藻类,nitrogen fixing algae
大型藻类,macroalgae
卤水,brine water
嗜冷细菌,psychrophilic bacteria
发光细菌,photobacteria
上层游泳生物,supranekton
微型底栖生物,microbenthos
大型漂浮植物,pleustophyte
漂浮植物,floating plant
沿岸底栖生物,littoral benthos
管栖动物,tubicolous animal
附着动物,epizoite
游走动物,errantia
水层生物,pelagos
盐沼群落,salt-marsh community
红树群落,mangrove biocoenosis
底栖生物带,benthic zone
热带种,tropical species
池沼植物,tiphad
酸性湖泊,acid lake
中盐水,mesohaline water
浮游动物,zooplankton
河流生物区系,stream biota
超微微型浮游生物,femtoplankton
成带现象,zonation
大陆隆,continental rise
透光带,photic zone
生殖力,fecundity
桡足幼体,copepodite
原溞状幼体,protozoea larva
沉水植被,submerged vegetation
水生大型植物,aquatic macrophyte
周丛生物,periphyton
海藻床,kelp bed
噪声污染,noise pollution
污染预防,pollution prevention
石油污染,oil pollution
热污染,heat pollution
骨痛病,itai-itai disease
水俣病,Minamata disease
放射性废物,radioactive waste
污染负荷,pollution loading
化学需氧量,chemical oxygen demand
序批式反应器,sequencing batch reactor
氧化塘,oxidation pond
联合效应,joint effect
生物悬浮物,bioseston
拮抗作用,antagonism
空气质量分级,air quality classification
多环芳烃,polycyclic aromatic hydrocarbons
废水,wastewater
酸沉降,acidic precipitation
酸雨,acid rain
高放射性废物,high-level radioactive waste
生物有效性,bioavailability
污染强度,polluting strength
生物监测,biological monitoring
水质,water quality
污着生物,fouling organism
耐性种,tolerant species
腐生生物群落,saprium
混合液悬浮固体,mixed liquor suspended solid
CASS工艺,cyclic activated sludge system
好氧处理,aerobic treatment
升流式厌氧污泥床,upflow anaerobic sludge blanket
微生物絮凝剂,microbial flocculant
白腐菌,white rot fungi
生活废物,sanitary waste
恶臭物质,malodorous substance
慢性毒性,chronic toxicity
毒性指数,toxicity index
急性致毒剂量,acute dose
农药残留,pesticide residue
最低有影响浓度,lowest observed effect concentration
高风险,high-risk
临界浓度,critical concentration
抗污性,pollution resistance
致死温度,lethal temperature
异位生物修复,ex situ bioremediation
微生物强化,microbial augmentation
植物提取,phytoextraction
环境指标,environmental indicator
毒性,toxicit
生物污染,biological pollution
水污染,water pollution
砷中毒,arsenic poisoning
农药污染,pesticide pollution
污染物,pollutant
一次污染物,primary pollutant
营养性污染物,nutrient pollutant
伦敦型烟雾,London smog
生物退化,biodeterioration
生物群落效应,biocenological effect
农业污染源,agricultural pollution source
污水污染,sewage pollution
总磷,total phosphorus
混合液挥发性悬浮固体,mixed liquor volatile suspended solid
总氮,total nitrogen
污泥浓缩,sludge thickening
颗粒污泥,granule sludge
聚磷菌,poly-P bacteria
构造湿地系统,constructed wetland system
两相消化法,two stage digestion process
固体废物,solid waste
植物毒性,phytotoxicity
废物资源化,reclamation of wastes
卫生填埋,sanitary landfill
植物毒素抑制,phytotoxic inhibition
毒激活作用,toxic activation
急性中毒,acute intoxication
最大允许毒物浓度,maximum acceptable toxicant concentration
生物浓缩因子,bioconcentration factor
致癌作用,carcinogenesis
生态效应,ecological effect
生物积累,bioaccumulation
植物挥发,phytovolatilization
二次污染物,secondary pollutant
阳伞效应,umbrella effect
非点污染源,non-point source of pollution
污染监测,pollution monitoring
指示生物,bioindicator
次生病原体,secondary pathogen
土壤退化,soil deterioration
毒性试验,toxicity test
急性毒性试验,acute toxicity test
联合毒性,joint toxicity
竞争效应,competitive effect
难生物降解物质,recalcitrant substance
化学修复,chemical remediation
污染,pollution
[浑]浊度,turbidity
光污染,light pollution
土壤污染,soil pollution
辐射病,radiation sickness
富营养化,eutrophication
有机负荷,organic loading
结构-活性定量关系,quantitative structure-activity relationships
石油微生物,petroleum microbe
互养共栖,syntrophism
大气污染,atmospheric pollution
空气污染,air pollution
地下水污染,groundwater pollution
沉积物污染,sediment pollution
铅中毒,saturnism
污染物形态,form of pollutant
重金属,heavy metal
空气污染物,air pollutant
氟中毒,fluorosis
光化学过程,photochemical process
放射性尘埃,radioactive dust
放射性沉降物,radioactive fallout
脱硫作用,desulfurization
热辐射,thermal radiation
污染水平,pollution level
污染系数,coefficient of pollution
β中污带,β-mesosaprobic zone
中污生物,mesosaprobe
寡污带,oligosaprobic zone
污染指示生物,pollution indicating organism
生态安全,ecological safety
α中污带,α-mesosaprobic zone
水质评价,water-quality assessment
寡污生物,oligosaprobe
专性污水生物,lymabiont
三级处理,tertiary treatment
污泥膨胀,sludge bulking
消化池,digester
生物碎屑,organic detritus
水解作用,hydrolysis
急性毒性,acute toxicity
植物毒素,phytotoxin
生殖毒性,genotoxicity
残效,residual effect
最大允许剂量,maximum permissible dose
无作用浓度,no effect level
亚致死剂量,sublethal dose
协同作用,synergism
生物注气法,biosparging process
加和作用,addition
生物氧化,biological oxidation
共代谢过程,cometabolism process
植物稳定化,phytostabilization
抗汞微生物,mercury-resistant microorganism
吸附作用过程,adsorption process
扩散过程,diffusion process
铁载体,siderophore
环境质量标准,environmental quality standard
生物可降解性,biodegradability
土壤污染指数,soil pollution index
地表水污染,surface water pollution
二NFDA1英,dioxine
污着群落,fouling community
耐污生物,pollution tolerant organism
藻华,phytoplankton bloom
腐生菌群落,saprophytic bacteria community
污水处理,sewage treatment
嗅觉指标,olfactory index
生化需氧量,biochemical oxygen demand
生物膜法,biofilm process
二级处理,secondary treatment
氧化沟,oxidation ditch
厌氧生物处理,anaerobic biological treatment
食料微生物比,food-to-microorganism ratio
生物膜,biofilm
腐化池系统,septic tank system
生物转盘,biological disc
生物涤气器,bioscrubber
原生病原体,primary pathogen
堆制处理,composting
污水灌溉,sewage irrigation
金属硫蛋白,metallothionein
排毒系数,toxicity-emission coefficient
泥浆相处理,slurry phase treatment
生物转化,biological transformation
空气污染预报,air pollution forecasting
辐射污染,radiation pollution
生物性污染物,biological pollutant
复合污染,combined pollution
潜在污染物,potential pollutant
无机污染物,inorganic pollutant
逆温层,inversion layer
紫外辐射,ultraviolet radiation
放射性本底,radioactive background
放射性损害,radioactive damage
归宿,fate
环境背景值,environmental background value
兼性污水生物,lymaxene
非生物悬浮物,tripton
微生物驯化,microbial acclimation
剩余污泥,surplus sludge
土地处理,land treatment
好氧生物处理,aerobic biological treatment
种间氢转移,interspecies H2 transfer
生物接触氧化反应器,biological contact oxidation reactor
藻菌共生体系,algae-bacteria symbiotic system
废物再循环,waste recycling
生物脱氮,biological removal of nitrogen
生物气溶胶,bioaerosol
垃圾处理,refuse treatment
激活缓和,defusing of activation
效应外推,effect extrapolation
耐毒极限,toxic limit
忍耐指数,index of tolerance
耐污性,pollution tolerance
安全浓度,safe concentration
致死剂量,lethal dosage
生物浓缩,bioconcentration
回避反应,avoidance reaction
亚致死热胁迫,sublethal heat stress
致畸试验,teratogenesis test
致畸剂,teratogen
独立作用,independent action
异生物质,xenobiotics
保护效应,protective effect
悬浮物,seston
总有机物,total organic matter
生物除臭剂,biological deodorant
放射性污染,radioactive pollution
总有机碳,total organic carbon
有机污染物,organic pollutant
持久性有机污染物,persistent organic pollutants
湿沉降,wet precipitation
多氯联苯,polychlorinated biphenyls
飘尘,floating dust
降尘,dustfall
氮氧化合物,nitrogen oxide
污水,sewage
干沉降,dry fallout
放射性半衰期,radioactive half-time
核废物,nuclear waste
吖啶橙直接计数法,acridine orange direct count
点污染源,point source of pollution
生物测定,bioassay
污水生物系统,saprobic system
多污带,polysaprobic zone
水质监测,water-quality monitoring
赤潮,red tide
赤潮生物,red tide plankton
一级处理,primary treatment
活性污泥法,activated sludge method
活性污泥,activated sludge
生物滤池,biological filter
生物絮凝作用,biological flocculation
有机废物,organic refuse
蓄积性毒性,cumulative toxicity
生物激活作用,bioactivation
生态风险,ecological risk
生态风险评价,ecological risk assessment
耐受性,toleration
耐毒性,toxic tolerance
毒性阈值,toxicity threshold
生物半寿期,biological half-life
剂量-反应关系,dose-response relationship
亚致死浓度,sublethal concentration
最大无影响浓度,no observed effect concentration
半数致死剂量,median lethal dosage
DNA损伤,DNA injury
生物标记,biomarker
生物冲淋法,bioflooding process
抑制效应,inhibitory effect
生物修复,bioremediation
原位生物修复,in situ bioremediation
自净作用,self-purification
生物净化,biological purification
生物吸附,biological adsorption
生物降解,biodegradation
轭合作用,conjugation
生物脱毒作用,biological detoxification
污染源,pollution source
环境容量,environmental capacity
环境质量,environmental quality
污染控制,pollution control
生物放大,biomagnification
变态反应,allergic reaction
亚致死损伤,sublethal damage
生物通气法,bioventing process
生态修复,ecological remediation
植物修复,phytoremediation
生物表面活性剂,biological surfactant
终极降解,ultimate biodegradation
生物甲基化,biological methylation
局域稳定性,local stability
能流速率,energy flow rate
生态效率,ecological efficiency
顶极系统,climax system
受损生态系统,damaged ecosystem
食物链,food chain
功能食物网,functional food web
中位种,intermediate species
养分收支,nutrient budget
能值转换率,emergy transformity
恒定性,constancy
能量收支,energy budget
生长效率,growth efficiency
濒危生态系统,endangered ecosystem
藻菌生态系统,algae-bacteria ecosystem
高寒草甸生态系统,alpine meadow ecosystem
河口生态系统,estuary ecosystem
湿地生态系统,wetland ecosystem
微生物食物环,microbial food loop
渗养者,osmotroph
营养互利共生,trophic mutualism
营养信号,trophic signals
粗纤维分解率,crude fiber resolvability
[生物]生产力,[biological] productivity
Miami模型,Miami model
内岛模型,Chikugo model
太阳能值,solar emergy
氮循环,nitrogen cycle
生态系统服务功能,ecosystem service function
现存产量,standing yield
消费效率,consumption efficiency
生态场图形,graph of ecological field
初级生产者,primary producer
等值种,equivalent species
食草动物,herbivore
分层现象,stratification
控制论系统,cybernetic system
双重等级,dual hierarchies
网络分析,network analysis
生物地球化学效应,biogeochemical effect
能量流程图,energy-flow diagram
生物地球化学过程,biogeochemical process
养分有效性,nutrient availability
周转,turnover
周转率,turnover rate
养分流,nutrient flow
营养输出,nutrient export
输入环境,input environment
信息容量,information capacity
生态系统化学计量,ecosystem stoichiometry
生态系统稳定性,ecosystem stability
生态系统边界,ecosystem boundary
生态系统发育,ecosystem development
活力,vigor
火使用制度,fire regime
火成因子,fire-generated factor
自然服务,nature's service
外来侵入种,alien invasive species
整体管理,holistic management
生态系统过获,ecosystem overharvesting
生态伦理观,eco-ethics
服务流,flow of service
土地处理系统,land treatment system
增量价值,incremental value
土壤服务,soil service
动态库模型,dynamic pool model
预判,prognosis
报偿反馈,reward feedback
流域管理,watershed management
中位-中位链,intermediate-intermediate link
生物量增量,biomass increment
废物分解,decomposition of waste
生物量,biomass
木质素浓度,lignin concentration
森林生态系统,forest ecosystem
陆地生态系统,terrestrial ecosystem
上升流生态系统,upwelling ecosystem
海洋生态系统,marine ecosystem
半自然生态系统,seminatural ecosystem
关键生态系统,keystone ecosystem
开放生态系统,open ecosystem
温室生态系统,greenhouse ecosystem
保护的生态系统,protective ecosystem
总生产量,gross production
初级生产量,primary production
易火生态系统,fire-prone ecosystem
微宇宙,microcosm
退化生态系统,degraded ecosystem
生态库,ecological pool
根际,rhizosphere
微生物分解,microbial decomposition
营养联系,trophic linkage
基位种,basal species
信息再生,information regeneration
生态系统不确定性,ecosystem indeterminacy
能值,emergy
辅加能量,energy subsidy
能流通道,energy flow pathway
周转期,turnover time
矿化作用,mineralization
碳循环,carbon cycle
能量枯竭,energy drain
能量转化率,energy transformation ratio
水循环,hydrological cycle
平衡状态,equilibrium state
物质循环,matter cycle
生物地球化学循环,biogeochemical cycle
矿物质循环,mineral cycle
信息流,information flow
形态-功能关系,form-function relationship
动态稳定状态,dynamic steady state
土壤物理干扰,soil disturbance
脆弱性,fragility
机会代价,opportunity cost
物理信号,physical signal
边缘意愿,marginal willingness
火促草类,fire-enhancing grasses
林冠火,crown fire
外部输入减少,reduced subsides
生态系统管理,ecosystem management
生态系统服务功能维持,maintenance of ecosystem service
生态系统健康,ecosystem health
外植体,explant
化学物质归宿,fate of chemical
森林产品及服务,forest goods and services
寄生食物链,parasite food chain
等级组织,hierarchical organization
草原生态系统,grassland ecosystem
荒漠生态系统,desert ecosystem
半干旱生态系统,semiarid ecosystem
生态系统环境,ecosystem environment
自持生态系统,self-maintaining ecosystem
可持续生态系统,sustainable ecological system
人类生态系统,human ecosystem
人工生态系统,artificial ecosystem
隔离生态系统,isolated ecosystem
冗余种假说,species redundancy hypothesis
网络式结构,network structure
网络支配指数,index of network ascendancy
铆钉假说,rivet-popper hypothesis
人工封闭生态系统,artificial closed ecosystem
生物地理群落,biogeocoenosis
珊瑚生态系统,coral reef ecosystem
关键食草动物,keystone herbivore
关键互利共生者,keystone mutualist
凋落物,litter
营养周转率,nutrient turnover rate
自然周转率,natural turnover rate
非保持流通,nonconservative flux
长期生态研究,long-term ecological research
雏菊世界模型,daisy world model
表火,surface fire
生态系统服务,ecosystem service
最大持续产量,maximal sustainable yield
最大经济产量,maximum economic yield
现存量,standing crop
生产力-多样性关系,productivity-diversity relationship
太阳能值转换率,solar transformity
消耗量,consumption
生产者,producer
自然更新,natural regeneration
隐花植物种,cryptogenic species
下行控制,top-down control
同化效率,assimilation efficiency
界面,interface
生物扰动,bioturbation
能量,energy
生态系统进化,ecosystem evolution
能量锥体,pyramid of energy
分解作用,decomposition
反硝化作用,denitrification
[生物]生产量,[biological] production
净生产量,net production
总初级生产量,gross primary production
碎屑食物链,detrital food chain
顶位种,top species
小型消费者,microconsumer
消费者-资源相互作用,consumerresource interaction
关键寄生物,keystone parasite
关键竞争者,keystone competitor
平衡等值线,equilibrium isoline
养分,nutrient
能值功率,empower
能流假说,energetic hypothesis
物质良性循环,element beneficial cycle
循环库,cycling pool
生态冲击,ecological backlash
受控实验生态系统,controlled experimental ecosystem
围隔生态系统,enclosure ecosystem
反馈机制,feedback mechanism
净生产效率,net production efficiency
关键捕食者,keystone predator
营养结构,trophic structure
生态场,ecological field
生物量锥体,pyramid of biomass
生态系统动态,ecosystem dynamic
生物整体性指数,index of biotic integrity
能谱,energy spectrum
新质,emergent property
能量消耗,energy dissipation
储存库,reservoir pool
磷循环,phosphorus cycle
固氮作用,nitrogen fixation
信息量,information content
信息处理系统,information processing system
物质流通率,ratio of material flow
输出环境,output environment
功能收敛假说,functional convergence hypothesis
生态系统演替,ecosystem succession
干扰,disturbance
全域稳定性,global stability
稳态,homeostasis
最大动力原理,maximal power principle
侵蚀控制,erosion control
空间协调,reconciling spatial scale
包含型等级系统,nested hierarchy
土地生态系统,land ecosystem
红树林生态系统,mangrove ecosystem
沙丘生态系统,dune ecosystem
冻原生态系统,tundra ecosystem
湖泊生态系统,lake ecosystem
大洋生态系统,large marine ecosystem
深海生态系统,deep-sea ecosystem
生物量方法,biomass method
总初级生产力,gross primary productivity
净初级生产力,net primary productivity
食碎屑动物,detritivore
汁食性者,sap feeder
非生物因子,abiotic factor
消费者,consumer
顶级食肉动物,top carnivore
非包含型等级系统,nonnested hierarchy
累积效应,cumulative effect
营养谱,trophic spectrum
生物矿化,biomineralization
数量锥体,pyramid of numbers
净地上生产力,net aboveground productivity
自然生态系统,natural ecosystem
耗散结构,dissipative structure
反馈环,feedback loop
自然补加太阳能生态系统,natural subsidized solar-powered ecosystem
小环境,microenvironment
中国生态系统研究网络,Chinese ecosystem research network
生态元,ecological unit
次级生产量,secondary production
关键病原体,keystone pathogen
营养级,trophic level
级联模型,cascade model
自溶,autolysis
生态平衡,ecological balance
能量符号语言,energy symbol language
氮状况,nitrogen status
持久性,persistence
气体调节,gas regulation
初级生产力,primary productivity
总次级生产量,gross secondary production
滞留时间,residence time
能[量]流[动],energy flow
干湿循环,wetting-drying cycle
硝化作用,nitrification
组织流动与转化理论,tissue flow and turnover theory
恢复力,resilience
不稳定平衡,unstable balance
生态系统恢复,ecosystem restoration
淡水生态系统服务,freshwater ecosystem service
生态系统综合评估,integrated ecosystem assessment
快速诊断测试,quick diagnosis test
存留标准,retention standards
河流连续体概念,river continuum concept
自我设计与人为设计理论,self-design versus design theory
有效能,available energy
生态锥体,ecological pyramid
热动态,thermodynamics
年热能收支,annual heat budget
辅助能,auxiliary energy
能值分析,emergy analysis
能量库,energy sink
单向能流,one way flow of energy
沉积型循环,sedimentary cycle
气态物循环,gaseous type cycle
有机碳库,organic carbon pool
硫循环,sulfur cycle
流通率,flow rate
信息反馈,information feedback
循环指数,recycle index
热源,heat source
生态系统结构,ecosystem structure
蝴蝶效应,butterfly effect
清晰边界带,limes convergens
生态系统改进,ecosystem enhancement
生态系统服务价值,value of ecosystem service
可适应的生态系统管理,adaptive ecosystem management
千年生态系统评估,millennium ecosystem assessment
土地利用格局,land use pattern
伦理价值,ethical value
土地利用改变,land use change
可持续管理,sustainable management
可持续利用,sustainable use
土壤呼吸率,soil respiration rate
资源管理决策,resource management decision
流水生境管理,riparian habitat management
碎屑食物途径,detrital pathway
基位-中位链,basal-intermediate link
碎屑,detritus
基位-顶位链,basal-top link
腐殖化作用,humification
泛化种,generalist
糖胁迫,carbohydrate stress
生物量累积比,biomass accumulation ratio
生物谱,biological spectrum
能量流通,energy flux
大陆架生态系统,shelf ecosystem
水域生态系统,aquatic ecosystem
河流生态系统,river ecosystem
封闭生态系统,closed ecosystem
生物能,biotic energy
分解者,decomposer
生态势,ecological potential
生物地理理论,biogeographic theory
营养级联,trophic cascade
氢能,hydrogenic energy
生命支持系统,life support system
食肉动物,carnivore
功能冗余性,functional redundancy
冗余种,species redundancy
负反馈,negative feedback
正反馈,positive feedback
等级系统,hierarchical system
养分平衡,nutrient balance
地质过程,geological process
植物功能型,plant functional type
生态系统开发,ecosystem exploitation
抵抗力,resistance
扰动,perturbation
滞后性,hysteresis
整体活力,overall activity
模糊边界带,limes divergens
惯性,inertia
最大流量问题,maximal flow problem
生态系统修补,ecosystem remedy
生态系统改建,ecosystem rehabilitation
自然资本,natural capital
外来植物,alien plant
管理模式,management model
生态系统再植,ecosystem revegetation
多目标规划,multiple objective program
战略环境评价,strategic environmental assessment
土地健康,land health
风险分析,risk analysis
时间协调,reconciling temporal scale
土壤健康质量,soil health quality
腐生食物链,saprophagous food chain
关键被食者,keystone prey
木质纤维素降解,ligocellulose degradation
凋落物分解,litter decomposition
能量守恒,energy conservation
能量分配,energy partition
生物地球化学反应,biogeochemical reaction
能量利用系数,utilization coefficient of energy
生态系统,ecosystem
弹性生态系统,elastic ecosystem
功能群,functional group
基[础]态,ground state
分解速率,decomposition rate
总生产效率,gross production efficiency
净初级生产量,net primary production
净次级生产量,net secondary production
被食者生产量,prey production
次级生产力,secondary productivity
生态系统复杂性,ecosystem complexity
强壮性,robustness
牧食食物链,grazing food chain
食物网,food web
失汇,missing sink
有信息的贝叶斯决策方法,information Bayes decision method
能质,energy quality
能量转化者,energy transformer
能量等级系统,energy hierarchy
物质收支,material budget
交换库,exchanging pool
汞循环,Hg cycle
上行控制,down-up control
林德曼定律,Lindeman's law
食腐动物,saprophage
生物因子,biotic factor
非生物环境,abiotic environment
自然无补加太阳能生态系统,natural unsubsidized solar-powered ecosystem
国际生物学计划,International Biological Programme
固氮生物,diazotroph
生态系统整体性,ecosystem holism
生态系统功能,ecosystem function
生态系统重建,ecosystem rehancement
诊断测试,diagnosis test
边缘效应理论,edge effect theory
能量分析,energy analysis
拒盐,salt exclusion
光合氮利用效率,photosynthetic nitrogen-use efficiency
量子产额,quantum yield
二氧化碳补偿点,CO2 compensation point
碳同化作用,carbon assimilation
根质量比,root mass ratio
盐肉质化,salt succulence
耐冻性,freezing tolerance
盐胁迫,salt stress
总光合作用,gross photosynthesis
外周限制假说,peripheral limitation hypothesis
压力-容积曲线,pressure-volume curve
叶面积持续期,leaf area duration
生态因子,ecological factor
中温生物,mesophile
寒害,chilling damage
净同化,net assimilation
光周期,photoperiod
光损害效应,photodestructive effect
叶面积等级,leaf size class
光稳态效应,photohomeostatic effect
抗干燥性,desiccation resistance
发育起点温度,developmental threshold temperature
非颤抖性产热,nonshivering thermogenesis
体温,body temperature
体核温度,core temperature
慢速代谢,bradymetabolism
冷诱导产热,cold-induced thermogenesis
标准代谢率,standard metabolic rate
食物诱导产热,diet-induced thermogenesis
叶质量密度,leaf mass density
嫌酸植物,oxyphobe
远因,ultimate cause
狭温性生物,stenotherm
化能自养生物,chemoautotroph
耐冻植物,freezing-tolerant plant
适寒植物,hekistotherm
C3植物,C3 plant
抗逆性,stress resistance
光合效率,photosynthetic efficiency
光呼吸,photorespiration
光合“午休”,midday depression of photosynthesis
光合作用,photosynthesis
光合速率,photosynthetic rate
光照阶段,photophase
变温性,poikilothermy
休眠,dormancy
昼夜节律,circadian rhythm
过冷却点,supercooling point
生殖努力,reproductive effort
下临界温度,lower critical temperature
乔丹律,Jordan's rule
适宜环境温度,preferred ambient temperature
格洛格尔律,Gloger's rule
蒸发散热,evaporative heat loss
质外体,apoplast
示踪剂,tracer
日度,degree day
选择透性,selective permeability
蒸腾拉力,transpiration pull
潜在蒸散,potential evapotranspiration
气孔蒸腾,stomatal transpiration
蒸腾效率,transpiration efficiency
气孔导度,stomatal conductance
衬质势,matric potential
水分利用效率,water use efficiency
体积含水量,volumetric water content
压力势,pressure potential
暂时萎蔫,temporary wilting
同向转运,symport
景天酸代谢植物,crassulacean acid metabolism plant
氮利用效率,nitrogen use efficiency
光饱和点,light saturation point
比根长,specific root length
长距离运输,long distance transport
旱生盐土植物,xerohalophyte
日[照]中性植物,day neutral plant
旱生植物,xerophyte
适氮植物,nitrophyte
抗寒性,cold resistance
适锌植物,zincophyte
耐性,tolerance
广盐种,euryhaline species
避性,avoidance
吸集,sequestration
潜在光合能力,potential photosynthetic capacity
光合有效辐射,photosynthetically active radiation
向水性,hydrotropism
表型适应,phenotypic adaptation
外温性,ectothermy
冬眠,hibernation
适应,adaptation
温度常数,thermal constant
褐色脂肪,brown fat
渗透[作用],osmosis
蒸腾速率,transpiration rate
水势,water potential
冠层阻力,canopy resistance
气穴现象,cavitation
再吸收,resorption
限制因子,limiting factor
中生植物,mesophyte
净光合作用,net photosynthesis
[实验]驯化,acclimation
上临界温度,upper critical temperature
渗透压调节者,osmoregulator
透性,permeability
生理干旱,physiological drought
渗透调节,osmoregulation
渗透势,osmotic potential
抗旱性,drought resistance
代谢范围,metabolic scope
比叶面积,specific leaf area
间接测热法,indirect calorimetry
产热,thermogenesis
持续代谢率,sustained metabolic rate
萎蔫湿度,wilting moisture
需水量,water requirement
压力室,pressure chamber
萎蔫,wilting
矿质营养,mineral nutrient
水分临界期,water critical period
胁迫,stress
叶重比,leaf mass ratio
生理时间,physiological time
气孔,stomata
钙土植物,calciphyte
生产氮利用效率,nitrogen use efficiency of productivity
碳损失,carbon loss
湿生植物,hygrophyte
盐调节,salt regulation
趋水性,hydrotaxis
嫌钙植物,calciphobe
光抑制,photoinhibition
恒温动物,homeotherm
谢尔福德耐受性定律,Shelford's law of tolerance
逆向转运,antiport
景天酸代谢,crassulacean acid metabolism
大量元素,macroelement
有效积温,effective accumulated temperature
生物量密度,biomass density
无机营养生物,lithotroph
叶面积比,leaf area ratio
单位叶面积速率,unit leaf rate
光[合]系统,photosynthetic system
C3光合途径,C3 photosynthetic pathway
C4光合途径,C4 photosynthetic pathway
光合商,photosynthetic quotient
夏眠,estivation
发育反应,developmental response
相对干旱指数,relative drought index
物理体温调节,physical temperature regulation
艾伦律,Allen's rule
半透性,semipermeability
蒸腾,transpiration
蒸腾冷却,transpiration cooling
潜在蒸腾,potential transpiration
水分饱和亏缺,water saturation deficit
代谢水,metabolic water
光合水分利用效率,photosynthetic water use efficiency
色素适应,chromatic adaptation
集流,mass flow
奢侈吸收,luxury absorption
长日照植物,long-day plant
光[能]异养生物,photoheterotroph
广温性生物,eurytherm
光能有机营养生物,photoorganotroph
排盐,salt elimination
泌盐,salt excretion
抗盐性,salt resistance
耐盐性,salt tolerance
快速代谢,tachymetabolism
[冷诱导]最大代谢率,peak metabolic rate
内温性,endothermy
汇源关系,sink-source relationship
根质量密度,root mass density
根压,root pressure
根面积指数,root-area index
光罗盘定向,light-compass orientation
碳获取,carbon acquisition
广氧性动物,euryoxybiotic animal
嗜冷生物,psychrophilic organism
有氧代谢,aerobic metabolism
热原,pyrogen
蒸腾流,transpiration stream
特殊动力效应,specific dynamic effect
蒸腾系数,transpiration coefficient
太阳跟踪,solar tracking
净同化速率,net assimilation rate
放射性示踪物测定法,radioactivetacer method
相对生长速率,relative growth rate
颤抖性产热,shivering thermogenesis
界面层导度,boundary layer conductance
界面层阻力,boundary layer resistance
冠层导度,canopy conductance
叶面积指数,leaf area index
分室化[作用],compartmentation
比叶重,specific leaf mass
光周期现象,photoperiodism
酸土植物,oxylophyte
耐旱性,drought tolerance
避逆性,stress avoidance
C4植物,C4 plant
耐火植物,pyrophyte
耐逆性,stress tolerance
耐受极限,limits of tolerance
光周期诱导,photoperiodic induction
微量元素,microelement
滞育,diapause
[风土]驯化,acclimatization
恒温性,homeothermy
无氧代谢,anaerobic metabolism
温度调节者,temperature regulator
化学体温调节,chemical temperature regulation
内源性热原,endogenous pyrogen
选择性脑冷却,selective brain cooling
共质体,symplast
低渗压调节,osmotic hyporegulation
透性系数,permeability coefficient
呼吸,respiration
呼吸根,pneumatophore
气孔阻力,stomatal resistance
吐水,guttation
相对含水量,relative water content
蒸散,evapotranspiration
水分胁迫,water stress
无知觉失水,insensible water loss
水分输导,water conduction
永久萎蔫,permanent wilting
水分关系,water relations
营养保存策略,nutrient-conserving strategy
耐干燥性,desiccation tolerance
聚盐,salt accumulation
避干燥性,desiccation avoidance
盐腺,salt gland
热中性区,thermal neutral zone
旱生形态,xeromorphy
异速生长,allometry
直接测热法,direct calorimetry
相对生长,relative growth
基础代谢率,basal metabolic rate
利比希最低量法则,Liebig's law of minimum
变温动物,poikilotherm
光[能]自养生物,photoautotroph
近因,proximate cause
短长日照植物,short-long-day plant
冻敏感植物,freezing-sensitive plant
寒害敏感性,chilling sensitivity
光合/呼吸比,photosynthesis / respiration ratio
光合能力,photosynthetic capacity
能量代谢,energy metabolism
低体温,hypothermia
体温调节,temperature regulation
体温过高,hyperthermia
温度顺应者,temperature conformer
外源性热原,exogenous pyrogen
行为温度调节,behavioral temperature regulation
发烧,fever
中心限制假说,central limitation hypothesis
有效温度,effective temperature
干燥散热,dry heat loss
食物可利用性假说,food availability hypothesis
热量收支,heat budget
贝格曼律,Bergman's rule
清晨水势,predawn water potential
水代谢,water metabolism
水分收支,water budget
生产水分利用效率,water use efficiency of productivity
生物发光,bioluminescence
叶面积密度,leaf area density
光补偿点,light compensation point
光动性,photokinesis
感光性,photonasty
短日照植物,short-day plant
长短日照植物,long-short-day plant
抗冻性,freezing resistance
光温潜力,photo-temperature potential productivity
光合能量利用效率系数,photosynthetic energy utilization efficiency coefficient
蛰伏,torpor
基因型适应,genotypic adaptation
代谢率,metabolic rate
[活动]最大代谢率,maximum metabolic rate
体热平衡,body heat balance
内聚力学说,cohesion theory
水势梯度,water potential gradient
生态死亡率,ecological mortality
羞捕性,trap shyness
